State,City,Population
Mississippi,Waveland,"6,419"
Mississippi,Louisville,"6,325"
Mississippi,Columbia,"6,319"
Mississippi,Latimer,"6,079"
Missouri,Kansas City,"470,800"
Missouri,St. Louis,"317,419"
Missouri,Springfield,"165,378"
Missouri,Independence,"117,494"
Missouri,Columbia,"116,906"
Missouri,Lee's Summit,"93,864"
Missouri,O'Fallon,"84,009"
Missouri,St. Joseph,"76,967"
Missouri,St. Charles,"68,090"
Missouri,St. Peters,"56,076"
Missouri,Blue Springs,"53,573"
Missouri,Florissant,"52,303"
Missouri,Joplin,"51,316"
Missouri,Chesterfield,"47,777"
Missouri,Jefferson City,"43,132"
Missouri,Cape Girardeau,"39,167"
Missouri,Oakville,"36,143"
Missouri,Wildwood,"35,820"
Missouri,University City,"35,115"
Missouri,Wentzville,"33,912"
Missouri,Ballwin,"30,505"
Missouri,Liberty,"30,376"
Missouri,Raytown,"29,481"
Missouri,Mehlville,"28,380"
Missouri,Kirkwood,"27,660"
Missouri,Maryland Heights,"27,405"
Missouri,Gladstone,"26,800"
Missouri,Hazelwood,"25,666"
Missouri,Grandview,"25,290"
Missouri,Webster Groves,"23,186"
Missouri,Belton,"23,165"
Missouri,Sedalia,"21,492"
Missouri,Arnold,"21,243"
Missouri,Ferguson,"21,086"
Missouri,Nixa,"20,570"
Missouri,Affton,"20,307"
Missouri,Warrensburg,"19,963"
Missouri,Raymore,"19,963"
Missouri,Rolla,"19,926"
Missouri,Spanish Lake,"19,650"
Missouri,Old Jamestown,"19,184"
Missouri,Ozark,"18,871"
Missouri,Manchester,"18,197"
Missouri,Farmington,"17,915"
Missouri,Hannibal,"17,893"
Missouri,Creve Coeur,"17,868"
Missouri,Kirksville,"17,633"
Missouri,Poplar Bluff,"17,242"
Missouri,Lemay,"16,645"
Missouri,Concord,"16,421"
Missouri,Sikeston,"16,370"
Missouri,Overland,"15,985"
Missouri,Clayton,"15,882"
Missouri,Republic,"15,680"
Missouri,Fort Leonard Wood,"15,061"
Missouri,Lake St. Louis,"15,014"
Missouri,Jennings,"14,737"
Missouri,Jackson,"14,677"
Missouri,Lebanon,"14,650"
Missouri,Carthage,"14,271"
Missouri,Washington,"14,020"
Missouri,Moberly,"13,890"
Missouri,Grain Valley,"13,236"
Missouri,Marshall,"13,042"
Missouri,St. Ann,"12,955"
Missouri,Fulton,"12,864"
Missouri,Dardenne Prairie,"12,783"
Missouri,West Plains,"12,275"
Missouri,Neosho,"12,134"
Missouri,Maryville,"12,007"
Missouri,Crestwood,"11,951"
Missouri,Festus,"11,885"
Missouri,Bridgeton,"11,782"
Missouri,Mexico,"11,664"
Missouri,Excelsior Springs,"11,488"
Missouri,Troy,"11,355"
Missouri,Branson,"11,340"
Missouri,Webb City,"11,075"
Missouri,Town and Country,"10,975"
Missouri,Union,"10,859"
Missouri,Bellefontaine Neighbors,"10,807"
Missouri,Kennett,"10,796"
Missouri,Bolivar,"10,572"
Missouri,Eureka,"10,543"
Missouri,Harrisonville,"9,983"
Missouri,Cameron,"9,762"
Missouri,Chillicothe,"9,504"
Missouri,Kearney,"9,261"
Missouri,Ellisville,"9,253"
Missouri,Smithville,"9,107"
Missouri,Berkeley,"9,084"
Missouri,Clinton,"9,015"
Missouri,Monett,"8,934"
Missouri,Murphy,"8,690"
Missouri,Park Hills,"8,618"
Missouri,Ladue,"8,576"
Missouri,Des Peres,"8,534"
Missouri,Sunset Hills,"8,527"
Missouri,Richmond Heights,"8,495"
Missouri,Perryville,"8,394"
Missouri,Boonville,"8,374"
Missouri,Nevada,"8,295"
Missouri,Pleasant Hill,"8,250"
Missouri,Warrenton,"8,068"
Missouri,Brentwood,"8,043"
Missouri,Dexter,"7,969"
Missouri,Maplewood,"7,959"
Missouri,Oak Grove,"7,873"
Missouri,Olivette,"7,845"
Missouri,Carl Junction,"7,660"
Missouri,Sappington,"7,580"
Missouri,Aurora,"7,450"
Missouri,Pacific,"7,113"
Missouri,Sullivan,"7,054"
Missouri,Bonne Terre,"7,031"
Missouri,Marshfield,"6,977"
Missouri,Valley Park,"6,976"
Missouri,Black Jack,"6,935"
Missouri,St. John,"6,475"
Missouri,De Soto,"6,471"
Missouri,Shrewsbury,"6,205"
Missouri,Parkville,"6,098"
Montana,Billings,"108,869"
Montana,Missoula,"69,821"
Montana,Great Falls,"59,152"
Montana,Bozeman,"41,660"
Montana,Butte-Silver Bow,"33,980"
Montana,Butte,"31,633"
Montana,Helena,"29,943"
Montana,Kalispell,"21,518"
Montana,Upper Yellowstone Valley,"12,251"
Montana,Havre,"9,792"
Montana,Blackfeet,"9,319"
Montana,Anaconda-Deer Lodge County,"9,150"
Montana,Miles City,"8,758"
Montana,Helena Valley Southeast,"8,227"
Montana,Helena Valley West Central,"7,883"
Montana,Belgrade,"7,798"
Montana,Creston-Bigfork,"7,757"
Montana,Anaconda,"7,626"
Montana,Evergreen,"7,616"
Montana,Livingston,"7,245"
Montana,Laurel,"6,936"
Montana,Whitefish,"6,864"
Montana,South Yellowstone,"6,826"
Montana,Lockwood,"6,797"
Montana,Crow Reservation,"6,674"
Montana,Sidney,"6,473"
Nebraska,Omaha,"446,599"
Nebraska,Lincoln,"272,996"
Nebraska,Bellevue,"53,936"
Nebraska,Grand Island,"51,236"
Nebraska,Kearney,"32,469"
Nebraska,Fremont,"26,500"
Nebraska,Hastings,"24,915"
Nebraska,Norfolk,"24,444"
Nebraska,North Platte,"24,327"
Nebraska,Papillion,"23,270"
Nebraska,Columbus,"22,630"
Nebraska,La Vista,"17,636"
Nebraska,Scottsbluff,"14,875"
Nebraska,South Sioux City,"13,360"
Nebraska,Beatrice,"12,055"
Nebraska,Chalco,"10,994"
Nebraska,Lexington,"10,146"
Nebraska,Alliance,"8,519"
Nebraska,Gering,"8,372"
Nebraska,Blair,"7,986"
Nebraska,York,"7,957"
Nebraska,McCook,"7,611"
Nebraska,Nebraska City,"7,265"
Nebraska,Ralston,"7,216"
Nebraska,Seward,"7,128"
Nebraska,Crete,"7,034"
Nebraska,Sidney,"6,914"
Nebraska,Plattsmouth,"6,487"
Nebraska,Elkhorn,"6,486"
Nebraska,Schuyler,"6,169"
Nevada,Las Vegas,"613,599"
Nevada,Henderson,"277,440"
Nevada,Reno,"236,995"
Nevada,North Las Vegas,"230,788"
Nevada,Paradise,"223,167"
Nevada,Sunrise Manor,"189,372"
Nevada,Spring Valley,"178,395"
Nevada,Enterprise,"108,481"
Nevada,Sparks,"94,708"
Nevada,Clark,"65,029"
Nevada,Carson City,"54,522"
Nevada,North Valleys,"40,467"
Nevada,Whitney,"38,585"
Nevada,Pahrump,"36,441"
Nevada,Winchester,"27,978"
Nevada,Warm Springs-Truckee Canyon,"26,247"
Nevada,Summerlin South,"24,085"
Nevada,Elko,"20,300"
Nevada,Sun Valley,"19,299"
Nevada,Fernley,"19,204"
Nevada,Mesquite,"16,970"
Nevada,Boulder City,"15,386"
Nevada,Spanish Springs,"15,064"
Nevada,Washoe Valley,"13,620"
Nevada,Spring Creek,"12,361"
Nevada,Incline Village,"11,844"
Nevada,Incline Village-Crystal Bay,"11,844"
Nevada,Gardnerville Ranchos,"11,312"
Nevada,Golconda,"11,024"
Nevada,Crystal,"9,553"
Nevada,Dayton,"8,964"
Nevada,Cold Springs,"8,544"
Nevada,Fallon,"8,349"
Nevada,Lemmon Valley-Golden Valley,"8,158"
Nevada,Winnemucca,"8,001"
Nevada,Zephyr Cove,"7,445"
Nevada,Genoa-Jacks Valley,"7,326"
Nevada,Laughlin,"7,323"
Nevada,Moapa Valley,"6,924"
Nevada,Johnson Lane,"6,490"
New Hampshire,Manchester,"110,448"
New Hampshire,Nashua,"87,259"
New Hampshire,Concord,"42,444"
New Hampshire,Dover,"30,665"
New Hampshire,Rochester,"29,991"
New Hampshire,Salem,"28,776"
New Hampshire,Merrimack,"25,494"
New Hampshire,Keene,"23,034"
New Hampshire,Derry,"22,015"
New Hampshire,Portsmouth,"21,598"
New Hampshire,Bedford,"21,203"
New Hampshire,Goffstown,"17,651"
New Hampshire,Laconia,"16,067"
New Hampshire,Windham,"13,592"
New Hampshire,Lebanon,"13,589"
New Hampshire,Claremont,"13,074"
New Hampshire,Pelham,"12,897"
New Hampshire,Somersworth,"11,777"
New Hampshire,Amherst,"11,201"
New Hampshire,Londonderry,"11,037"
New Hampshire,Durham,"10,345"
New Hampshire,Hampton,"9,656"
New Hampshire,Berlin,"9,501"
New Hampshire,Exeter,"9,242"
New Hampshire,Milford,"8,835"
New Hampshire,Weare,"8,785"
New Hampshire,Seabrook,"8,693"
New Hampshire,Hanover,"8,636"
New Hampshire,Barrington,"8,576"
New Hampshire,Hampstead,"8,523"
New Hampshire,Franklin,"8,428"
New Hampshire,Litchfield,"8,271"
New Hampshire,Hollis,"7,684"
New Hampshire,Plaistow,"7,609"
New Hampshire,Bow,"7,519"
New Hampshire,Belmont,"7,356"
New Hampshire,Hudson,"7,336"
New Hampshire,Stratham,"7,255"
New Hampshire,Swanzey,"7,230"
New Hampshire,Gilford,"7,126"
New Hampshire,Pembroke,"7,115"
New Hampshire,Atkinson,"6,751"
New Hampshire,Kingston,"6,025"
New Hampshire,Rindge,"6,014"
New Jersey,Newark,"280,579"
New Jersey,Jersey City,"262,146"
New Jersey,Paterson,"146,753"
New Jersey,Elizabeth,"128,705"
New Jersey,Edison,"101,207"
New Jersey,Toms River,"88,791"
New Jersey,Clifton,"85,927"
New Jersey,Trenton,"84,034"
New Jersey,Camden,"77,332"
New Jersey,Passaic,"71,509"
New Jersey,Union City,"68,668"
New Jersey,Bayonne,"65,975"
New Jersey,East Orange,"65,078"
New Jersey,Vineland,"61,171"
New Jersey,Irvington,"58,920"
New Jersey,New Brunswick,"57,080"
New Jersey,Union,"54,050"
New Jersey,Lakewood,"53,805"
New Jersey,Wayne,"53,657"
New Jersey,Hoboken,"53,312"
New Jersey,West New York,"52,597"
New Jersey,Perth Amboy,"52,328"
New Jersey,Plainfield,"50,955"
New Jersey,East Brunswick,"48,440"
New Jersey,Bloomfield,"46,288"
New Jersey,Sayreville,"45,262"
New Jersey,Hackensack,"44,519"
New Jersey,West Orange,"43,629"
New Jersey,Kearny,"41,837"
New Jersey,Linden,"41,651"
New Jersey,Atlantic City,"39,415"
New Jersey,Teaneck,"39,274"
New Jersey,Montclair,"37,837"
New Jersey,North Brunswick Township,"37,594"
New Jersey,Fort Lee,"37,026"
New Jersey,Ewing,"36,909"
New Jersey,Pennsauken,"36,434"
New Jersey,Belleville,"34,877"
New Jersey,Fair Lawn,"33,549"
New Jersey,Orange,"31,907"
New Jersey,Garfield,"31,486"
New Jersey,Westfield,"30,890"
New Jersey,Long Branch,"30,522"
New Jersey,Princeton,"30,108"
New Jersey,Rahway,"28,528"
New Jersey,Millville,"28,497"
New Jersey,Englewood,"27,670"
New Jersey,Bergenfield,"27,406"
New Jersey,Mercerville-Hamilton Square,"27,308"
New Jersey,Paramus,"26,832"
New Jersey,Livingston,"26,590"
New Jersey,Nutley,"26,562"
New Jersey,West Milford,"26,208"
New Jersey,Cliffside Park,"25,503"
New Jersey,Ridgewood,"25,496"
New Jersey,Bridgeton,"25,347"
New Jersey,Lodi,"24,654"
New Jersey,Carteret,"24,114"
New Jersey,South Plainfield,"23,960"
New Jersey,Old Bridge,"23,753"
New Jersey,Maplewood,"23,170"
New Jersey,Scotch Plains,"22,583"
New Jersey,Cranford,"22,430"
New Jersey,Somerset,"22,083"
New Jersey,Summit,"22,071"
New Jersey,North Plainfield,"22,029"
New Jersey,Hillside,"21,605"
New Jersey,Roselle,"21,551"
New Jersey,Palisades Park,"20,471"
New Jersey,Pleasantville,"20,467"
New Jersey,Elmwood Park,"20,374"
New Jersey,Lyndhurst,"19,390"
New Jersey,Woodbridge,"19,265"
New Jersey,Millburn,"19,187"
New Jersey,Morristown,"19,085"
New Jersey,Hawthorne,"19,048"
New Jersey,Glassboro,"19,007"
New Jersey,Iselin,"18,695"
New Jersey,Point Pleasant,"18,665"
New Jersey,Rutherford,"18,464"
New Jersey,Secaucus,"18,416"
New Jersey,Dover,"18,313"
New Jersey,Tinton Falls,"17,898"
New Jersey,Dumont,"17,863"
New Jersey,Colonia,"17,795"
New Jersey,Lindenwold,"17,417"
New Jersey,Avenel,"17,011"
New Jersey,New Milford,"16,678"
New Jersey,Wyckoff,"16,514"
New Jersey,South Orange,"16,468"
New Jersey,South River,"16,334"
New Jersey,Ocean Acres,"16,142"
New Jersey,Madison,"16,122"
New Jersey,Asbury Park,"15,778"
New Jersey,North Arlington,"15,723"
New Jersey,Williamstown,"15,567"
New Jersey,Harrison,"15,376"
New Jersey,Fords,"15,187"
New Jersey,Tenafly,"14,816"
New Jersey,Ramsey,"14,800"
New Jersey,Hammonton,"14,765"
New Jersey,Hopatcong,"14,684"
New Jersey,Phillipsburg,"14,570"
New Jersey,Springdale,"14,518"
New Jersey,Clark,"14,501"
New Jersey,Highland Park,"14,436"
New Jersey,Springfield,"14,334"
New Jersey,Fairview,"14,317"
New Jersey,Moorestown-Lenola,"14,217"
New Jersey,Bradley Gardens,"14,206"
New Jersey,Cherry Hill Mall,"14,171"
New Jersey,Collingswood,"13,962"
New Jersey,Middlesex,"13,888"
New Jersey,Princeton Meadows,"13,834"
New Jersey,Metuchen,"13,826"
New Jersey,West Freehold,"13,613"
New Jersey,Roselle Park,"13,595"
New Jersey,Berkeley Heights,"13,319"
New Jersey,Franklin Park,"13,295"
New Jersey,Mercerville,"13,230"
New Jersey,Short Hills,"13,165"
New Jersey,Saddle Brook,"13,159"
New Jersey,Verona,"13,137"
New Jersey,Oakland,"13,046"
New Jersey,Ridgefield Park,"12,996"
New Jersey,Succasunna-Kenvil,"12,949"
New Jersey,Holiday City-Berkeley,"12,831"
New Jersey,Hamilton Square,"12,784"
New Jersey,Red Bank,"12,445"
New Jersey,New Providence,"12,422"
New Jersey,Woodland Park,"12,403"
New Jersey,Ringwood,"12,377"
New Jersey,Edgewater,"12,343"
New Jersey,Eatontown,"12,257"
New Jersey,Somerville,"12,153"
New Jersey,Hasbrouck Heights,"12,147"
New Jersey,Martinsville,"11,980"
New Jersey,Freehold,"11,973"
New Jersey,Cedar Grove,"11,940"
New Jersey,Glen Rock,"11,901"
New Jersey,Pennsville,"11,888"
New Jersey,Florham Park,"11,829"
New Jersey,Wallington,"11,626"
New Jersey,River Edge,"11,579"
New Jersey,Upper Montclair,"11,565"
New Jersey,Guttenberg,"11,481"
New Jersey,Bellmawr,"11,454"
New Jersey,Wanaque,"11,447"
New Jersey,Haddonfield,"11,411"
New Jersey,Ocean City,"11,374"
New Jersey,Greentree,"11,367"
New Jersey,Gloucester City,"11,317"
New Jersey,Robertsville,"11,297"
New Jersey,Ridgefield,"11,289"
New Jersey,Beachwood,"11,253"
New Jersey,Browns Mills,"11,223"
New Jersey,Pompton Lakes,"11,166"
New Jersey,Westwood,"11,149"
New Jersey,Bound Brook,"11,116"
New Jersey,Totowa,"10,937"
New Jersey,Barclay-Kingston,"10,937"
New Jersey,West Caldwell,"10,904"
New Jersey,West Paterson,"10,903"
New Jersey,Little Ferry,"10,866"
New Jersey,Franklin Lakes,"10,837"
New Jersey,Little Falls,"10,772"
New Jersey,Somers Point,"10,756"
New Jersey,Echelon,"10,743"
New Jersey,Ventnor City,"10,597"
New Jersey,Hillsdale,"10,482"
New Jersey,Lincoln Park,"10,482"
New Jersey,Pine Hill,"10,464"
New Jersey,Manville,"10,388"
New Jersey,Kinnelon,"10,381"
New Jersey,Marlton,"10,133"
New Jersey,Woodbury,"10,016"
New Jersey,Waldwick,"9,947"
New Jersey,Lake Mohawk,"9,916"
New Jersey,Keansburg,"9,872"
New Jersey,Burlington,"9,799"
New Jersey,East Rutherford,"9,798"
New Jersey,Maywood,"9,746"
New Jersey,Hackettstown,"9,551"
New Jersey,Yardville-Groveville,"9,518"
New Jersey,White Horse,"9,494"
New Jersey,Villas,"9,483"
New Jersey,River Vale,"9,452"
New Jersey,Kendall Park,"9,339"
New Jersey,Brigantine,"9,336"
New Jersey,Brookdale,"9,239"
New Jersey,Succasunna,"9,152"
New Jersey,Leonia,"9,139"
New Jersey,Chatham,"9,022"
New Jersey,Budd Lake,"8,968"
New Jersey,Washington Township,"8,941"
New Jersey,Pitman,"8,895"
New Jersey,South Amboy,"8,853"
New Jersey,Park Ridge,"8,841"
New Jersey,White Meadow Lake,"8,836"
New Jersey,Cresskill,"8,763"
New Jersey,Matawan,"8,718"
New Jersey,Audubon,"8,710"
New Jersey,Pine Lake Park,"8,707"
New Jersey,East Franklin,"8,669"
New Jersey,Florence-Roebling,"8,620"
New Jersey,Northfield,"8,604"
New Jersey,Closter,"8,592"
New Jersey,North Haledon,"8,512"
New Jersey,Mystic Island,"8,493"
New Jersey,Haledon,"8,471"
New Jersey,Wood-Ridge,"8,450"
New Jersey,Spotswood,"8,447"
New Jersey,Boonton,"8,412"
New Jersey,Absecon,"8,376"
New Jersey,Runnemede,"8,376"
New Jersey,Upper Saddle River,"8,356"
New Jersey,West Long Branch,"8,352"
New Jersey,Bogota,"8,332"
New Jersey,Erlton-Ellisburg,"8,327"
New Jersey,Clayton,"8,307"
New Jersey,Ashland,"8,302"
New Jersey,Bloomingdale,"8,178"
New Jersey,Oradell,"8,161"
New Jersey,Kenilworth,"8,153"
New Jersey,Montvale,"8,148"
New Jersey,Raritan,"8,098"
New Jersey,Crestwood Village,"7,907"
New Jersey,Newton,"7,878"
New Jersey,Bernardsville,"7,756"
New Jersey,Fort Dix,"7,716"
New Jersey,Butler,"7,690"
New Jersey,Glen Ridge,"7,681"
New Jersey,Fanwood,"7,657"
New Jersey,Emerson,"7,617"
New Jersey,Berlin,"7,546"
New Jersey,Twin Rivers,"7,443"
New Jersey,Dunellen,"7,417"
New Jersey,Carneys Point,"7,382"
New Jersey,Haddon Heights,"7,375"
New Jersey,Caldwell,"7,362"
New Jersey,Palmyra,"7,333"
New Jersey,Midland Park,"7,305"
New Jersey,Strathmore,"7,258"
New Jersey,Smithville,"7,242"
New Jersey,Yardville,"7,186"
New Jersey,Keyport,"7,162"
New Jersey,Madison Park,"7,144"
New Jersey,Pomona,"7,124"
New Jersey,Dayton,"7,063"
New Jersey,Linwood,"7,052"
New Jersey,Milltown,"7,032"
New Jersey,Rumson,"6,978"
New Jersey,Stratford,"6,944"
New Jersey,Fairfield,"6,856"
New Jersey,Mountainside,"6,837"
New Jersey,Barrington,"6,826"
New Jersey,Allendale,"6,789"
New Jersey,North Caldwell,"6,783"
New Jersey,Wharton,"6,612"
New Jersey,Laurence Harbor,"6,536"
New Jersey,Yorketown,"6,535"
New Jersey,Rockaway,"6,483"
New Jersey,Washington,"6,466"
New Jersey,Margate City,"6,333"
New Jersey,Carlstadt,"6,248"
New Jersey,Ramtown,"6,242"
New Jersey,Green Knoll,"6,200"
New Jersey,Lincroft,"6,135"
New Jersey,Fair Haven,"6,048"
New Jersey,Jamesburg,"6,021"
New Mexico,Albuquerque,"557,169"
New Mexico,Las Cruces,"101,408"
New Mexico,Rio Rancho,"93,820"
New Mexico,Santa Fe,"70,297"
New Mexico,Roswell,"48,608"
New Mexico,Farmington,"44,445"
New Mexico,South Valley,"40,976"
New Mexico,Clovis,"39,860"
New Mexico,Hobbs,"37,118"
New Mexico,Alamogordo,"31,060"
New Mexico,Dona Ana-Hill,"28,982"
New Mexico,Carlsbad,"28,103"
New Mexico,South Dona Ana,"26,463"
New Mexico,Red Rock,"24,465"
New Mexico,Gallup,"22,469"
New Mexico,Sunland Park,"15,400"
New Mexico,Los Lunas,"15,206"
New Mexico,Chaparral,"14,631"
New Mexico,Deming,"14,605"
New Mexico,Las Vegas,"13,518"
New Mexico,Portales,"12,233"
New Mexico,Los Alamos,"12,019"
New Mexico,Artesia,"11,842"
New Mexico,Lovington,"11,840"
New Mexico,North Valley,"11,333"
New Mexico,Reservation,"10,733"
New Mexico,Silver City,"10,172"
New Mexico,Espanola,"10,130"
New Mexico,Santo Domingo,"9,899"
New Mexico,Anthony,"9,318"
New Mexico,Grants,"9,241"
New Mexico,Southeast Otero,"8,855"
New Mexico,South Rio Arriba,"8,818"
New Mexico,Socorro,"8,751"
New Mexico,Bernalillo,"8,564"
New Mexico,Corrales,"8,374"
New Mexico,Shiprock,"8,295"
New Mexico,Kirtland,"7,875"
New Mexico,Ruidoso,"7,824"
New Mexico,Bloomfield,"7,638"
New Mexico,Simpson-Chaco,"7,323"
New Mexico,Zuni,"7,262"
New Mexico,Belen,"7,175"
New Mexico,San Juan Pueblo,"6,671"
New Mexico,Aztec,"6,419"
New Mexico,Raton,"6,326"
New Mexico,Zuni Pueblo,"6,302"
New Mexico,Southwest Chaves,"6,240"
New Mexico,Jemez,"6,204"
New Mexico,Eldorado at Santa Fe,"6,130"
New Mexico,Truth or Consequences,"6,103"
New Mexico,Los Ranchos de Albuquerque,"6,063"
New Mexico,Fairacres,"6,061"
New York,New York,"8,491,079"
New York,Brooklyn,"2,538,705"
New York,Queens,"2,277,251"
New York,Manhattan,"1,621,897"
New York,Bronx,"1,383,871"
New York,Staten Island,"481,026"
New York,Buffalo,"258,703"
New York,North Hempstead,"226,322"
New York,Rochester,"209,983"
New York,Yonkers,"200,667"
New York,Syracuse,"144,263"
New York,Ramapo,"126,595"
New York,Amherst,"122,366"
New York,Albany,"98,566"
New York,Greenburgh,"88,400"
New York,Clarkstown,"84,187"
New York,New Rochelle,"79,637"
New York,Cheektowaga,"75,178"
New York,Mount Vernon,"68,458"
New York,Schenectady,"65,936"
New York,Utica,"61,332"
New York,Brentwood,"60,664"
New York,Clay,"58,206"
New York,White Plains,"58,035"
New York,Union,"56,346"
New York,Hempstead,"55,527"
New York,Levittown,"51,881"
New York,Irondequoit,"51,692"
New York,Troy,"49,910"
New York,Niagara Falls,"49,219"
New York,Orangetown,"49,212"
New York,Perinton,"46,462"
New York,Binghamton,"46,299"
New York,West Seneca,"44,711"
New York,Mount Pleasant,"43,724"
New York,Freeport,"43,304"
New York,West Babylon,"43,213"
New York,Henrietta,"42,581"
New York,Cortlandt,"41,592"
New York,Hicksville,"41,547"
New York,Coram,"39,113"
New York,East Meadow,"38,132"
New York,Valley Stream,"37,832"
New York,Clifton Park,"36,705"
New York,Brighton,"36,609"
New York,Penfield,"36,242"
New York,Commack,"36,124"
New York,Yorktown,"36,081"
New York,Guilderland,"35,303"
New York,Central Islip,"34,450"
New York,Carmel,"34,305"
New York,Salina,"33,710"
New York,Long Beach,"33,664"
New York,Bethlehem,"33,656"
New York,New City,"33,559"
New York,Elmont,"33,198"
New York,Huntington Station,"33,029"
New York,Rome,"32,645"
New York,Spring Valley,"32,510"
New York,Oceanside,"32,109"
New York,Cicero,"31,632"
New York,Centereach,"31,578"
New York,North Tonawanda,"30,929"
New York,Ithaca,"30,720"
New York,Clarence,"30,673"
New York,Poughkeepsie,"30,513"
New York,Jamestown,"30,429"
New York,Port Chester,"29,522"
New York,Glenville,"29,480"
New York,Franklin Square,"29,320"
New York,East Fishkill,"29,029"
New York,Elmira,"28,647"
New York,Chili,"28,625"
New York,Gates,"28,400"
New York,Newburgh,"28,358"
New York,West Islip,"28,335"
New York,Harrison,"28,151"
New York,Vestal,"28,043"
New York,Queensbury,"27,901"
New York,Shirley,"27,854"
New York,Deer Park,"27,745"
New York,Middletown,"27,728"
New York,Watertown,"27,590"
New York,Saratoga Springs,"27,436"
New York,Lindenhurst,"27,321"
New York,Glen Cove,"27,314"
New York,Holbrook,"27,195"
New York,Wappinger,"27,048"
New York,Auburn,"27,019"
New York,Dix Hills,"26,892"
New York,Smithtown,"26,470"
New York,Bay Shore,"26,337"
New York,Plainview,"26,217"
New York,De Witt,"25,838"
New York,Ossining,"25,359"
New York,Uniondale,"24,759"
New York,Rockville Centre,"24,191"
New York,Medford,"24,142"
New York,Peekskill,"24,058"
New York,Baldwin,"24,033"
New York,Kingston,"23,557"
New York,Onondaga,"23,101"
New York,Copiague,"22,993"
New York,Garden City,"22,616"
New York,East Patchogue,"22,469"
New York,Kiryas Joel,"22,246"
New York,Merrick,"22,097"
New York,Le Ray,"21,782"
New York,Lysander,"21,759"
New York,Massapequa,"21,685"
New York,Hyde Park,"21,571"
New York,Halfmoon,"21,535"
New York,Hauppauge,"20,882"
New York,Lockport,"20,743"
New York,Rotterdam,"20,652"
New York,Somers,"20,434"
New York,Grand Island,"20,374"
New York,East Northport,"20,217"
New York,Lake Ronkonkoma,"20,155"
New York,North Bellmore,"19,941"
New York,Ogden,"19,856"
New York,Selden,"19,851"
New York,Plattsburgh,"19,740"
New York,Holtsville,"19,714"
New York,Lynbrook,"19,558"
New York,Eastchester,"19,554"
New York,Mamaroneck,"19,302"
New York,Cortland,"19,164"
New York,Ronkonkoma,"19,082"
New York,East Massapequa,"19,069"
New York,Mineola,"19,028"
New York,Melville,"18,985"
New York,North Bay Shore,"18,944"
New York,Wantagh,"18,871"
New York,West Hempstead,"18,862"
New York,Syosset,"18,829"
New York,Islip,"18,689"
New York,Whitestown,"18,667"
New York,Monsey,"18,412"
New York,Southeast,"18,404"
New York,Amsterdam,"18,135"
New York,Wheatfield,"18,117"
New York,Huntington,"18,046"
New York,Blooming Grove,"18,028"
New York,Oswego,"17,988"
New York,Lackawanna,"17,955"
New York,North Massapequa,"17,886"
New York,Nanuet,"17,882"
New York,North Amityville,"17,862"
New York,Scarsdale,"17,729"
New York,New Castle,"17,569"
New York,North Babylon,"17,509"
New York,Kings Park,"17,282"
New York,Massapequa Park,"17,206"
New York,Woodmere,"17,121"
New York,Geddes,"17,118"
New York,Sayville,"16,853"
New York,North Valley Stream,"16,628"
New York,Bethpage,"16,429"
New York,Evans,"16,356"
New York,Roosevelt,"16,258"
New York,Bellmore,"16,218"
New York,Cohoes,"16,212"
New York,Wilton,"16,173"
New York,Rye,"16,000"
New York,Floral Park,"15,967"
New York,Pearl River,"15,876"
New York,Port Washington,"15,846"
New York,La Grange,"15,730"
New York,Parma,"15,633"
New York,Farmingville,"15,481"
New York,Mastic,"15,481"
New York,Setauket-East Setauket,"15,477"
New York,Sullivan,"15,339"
New York,Westbury,"15,329"
New York,Thompson,"15,308"
New York,Seaford,"15,294"
New York,Kenmore,"15,236"
New York,Depew,"15,205"
New York,Gloversville,"15,122"
New York,Batavia,"15,077"
New York,Eggertsville,"15,019"
New York,Tonawanda,"14,976"
New York,Gates-North Gates,"14,965"
New York,Pomfret,"14,965"
New York,North New Hyde Park,"14,899"
New York,Mastic Beach,"14,874"
New York,Johnson City,"14,832"
New York,Malta,"14,765"
New York,Moreau,"14,728"
New York,Beekman,"14,621"
New York,Greece,"14,519"
New York,South Farmingdale,"14,486"
New York,East Islip,"14,475"
New York,Glens Falls,"14,428"
New York,Shawangunk,"14,332"
New York,Manorville,"14,314"
New York,Arcadia,"14,244"
New York,Beacon,"14,238"
New York,Sweden,"14,175"
New York,Jefferson Valley-Yorktown,"14,142"
New York,New Cassel,"14,059"
New York,Olean,"14,043"
New York,Rocky Point,"14,014"
New York,Oneonta,"13,838"
New York,Greenlawn,"13,742"
New York,Stony Brook,"13,740"
New York,Hampton Bays,"13,603"
New York,Jericho,"13,567"
New York,Kent,"13,507"
New York,Nesconset,"13,387"
New York,St. James,"13,338"
New York,Ridge,"13,336"
New York,Riverhead,"13,299"
New York,German Flatts,"13,258"
New York,Van Buren,"13,185"
New York,Geneva,"13,160"
New York,Wawarsing,"13,157"
New York,Endicott,"13,083"
New York,Fort Drum,"12,955"
New York,Fallsburg,"12,870"
New York,Schodack,"12,794"
New York,Kingsbury,"12,671"
New York,Cornwall,"12,646"
New York,Highlands,"12,492"
New York,Lewisboro,"12,411"
New York,Patchogue,"12,364"
New York,Miller Place,"12,339"
New York,Ulster,"12,327"
New York,North Merrick,"12,272"
New York,Dunkirk,"12,216"
